Original Name,Metallo Name,AWS Classification,Category,URL
"Blue Max® 410","Metallo Inox 410","","Stainless Alloys","https://www.lincolnelectric.com/en/Products/bluemaxmig410_gmaw"
"Techalloy® 208","Metallo NiAlloy 208","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy208_gmaw"
"Techalloy® 208","Metallo NiAlloy 208","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy208_gtaw"
"Techalloy® 276","Metallo NiAlloy 276","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy276_gmaw"
"Techalloy® 276","Metallo NiAlloy 276","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy276_gtaw"
"Techalloy® 276","Metallo NiAlloy 276","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy276_saw"
"Techalloy® 413","Metallo NiAlloy 413","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy413_gmaw"
"Techalloy® 413","Metallo NiAlloy 413","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy413_gtaw"
"Techalloy® 418","Metallo NiAlloy 418","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy418_gmaw"
"Techalloy® 418","Metallo NiAlloy 418","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy418_gtaw"
"Techalloy® 418","Metallo NiAlloy 418","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy418_saw"
"Techalloy® 55","Metallo NiAlloy 55","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy55_gmaw"
"Techalloy® 55","Metallo NiAlloy 55","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy55_gtaw"
"Techalloy® 606","Metallo NiAlloy 606","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy606_gmaw"
"Techalloy® 606","Metallo NiAlloy 606","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy606_gtaw"
"Techalloy® 606","Metallo NiAlloy 606","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy606_saw"
"Techalloy® 617","Metallo NiAlloy 617","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy617_gmaw"
"Techalloy® 617","Metallo NiAlloy 617","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy617_gtaw"
"Techalloy® 617","Metallo NiAlloy 617","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy617_saw"
"Techalloy® 622","Metallo NiAlloy 622","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy622_gmaw"
"Techalloy® 622","Metallo NiAlloy 622","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy622_gtaw"
"Techalloy® 622","Metallo NiAlloy 622","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy622_saw"
"Techalloy® 625","Metallo NiAlloy 625","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy625_gmaw"
"Techalloy® 625","Metallo NiAlloy 625","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy625_gtaw"
"Techalloy® 625","Metallo NiAlloy 625","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy625_saw"
"Techalloy® 686","Metallo NiAlloy 686","","Nickel Alloys","https://www.lincolnelectric.com/en/Products/techalloy686_gmaw"
"Lincolnweld® H-560™","Metallo HardFace H-560","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincolnweldh560_saw"
"Lincolnweld® H-535™","Metallo HardFace H-535","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincolnweldh535_saw"
"Lincolnweld® A-96-S","Metallo HardFace A-96-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincolnwelda96s_saw"
"Lincore® 96-S","Metallo HardFace 96-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore96s_saw"
"Lincore® 8620","Metallo HardFace 8620","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore8620_saw"
"Lincore® 42-S","Metallo HardFace 42-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore42s_saw"
"Lincore® 423L","Metallo HardFace 423L","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore423l_saw"
"Lincore® 423Cr","Metallo HardFace 423Cr","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore423cr_saw"
"Lincore® 420HC-S","Metallo HardFace 420HC-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore420hcs_saw"
"Lincore® 420","Metallo HardFace 420","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore420_saw"
"Lincore® 410NiMo","Metallo HardFace 410NiMo","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore410nimo_saw"
"Lincore® 410","Metallo HardFace 410","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore410_saw"
"Lincore® 40-S","Metallo HardFace 40-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore40s_saw"
"Lincore® 35-S","Metallo HardFace 35-S","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore35s_saw"
"Lincore® 102W","Metallo HardFace 102W","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore102w_saw"
"Lincore® 102HC","Metallo HardFace 102HC","","Hardfacing","https://www.lincolnelectric.com/en/Products/lincore102hc_saw"
"Wearshield® Super Rail","Metallo HardFace Super Rail","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldsuperrail_smaw"
"Wearshield® MI","Metallo HardFace MI","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldmi_smaw"
"Wearshield® ME","Metallo HardFace ME","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldme_smaw"
"Wearshield® MANGJET®","Metallo HardFace MANGJET","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldmangjet_smaw"
"Wearshield® FROG MANG®","Metallo HardFace FROG MANG","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldfrogmang_smaw"
"Wearshield® BU","Metallo HardFace BU","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldbu_smaw"
"Wearshield® ABR","Metallo HardFace ABR","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshieldabr_smaw"
"Wearshield® 60","Metallo HardFace 60","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshield60_smaw"
"Wearshield® 44","Metallo HardFace 44","","Hardfacing","https://www.lincolnelectric.com/en/Products/wearshield44_smaw"
"SuperGlaze® 4043","Metallo AluWeld 4043","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze4043_gmaw"
"SuperGlaze® 4043","Metallo AluWeld 4043","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze4043_gtaw"
"SuperGlaze® 5356","Metallo AluWeld 5356","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5356_gmaw"
"SuperGlaze® 5356 Plus","Metallo AluWeld 5356 Plus","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5356plus_gmaw"
"SuperGlaze® 5356","Metallo AluWeld 5356","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5356_gtaw"
"SuperGlaze® 5183","Metallo AluWeld 5183","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5183_gmaw"
"SuperGlaze® 5183 Plus","Metallo AluWeld 5183 Plus","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5183plus_gmaw"
"SuperGlaze® 5183","Metallo AluWeld 5183","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5183_gtaw"
"SuperGlaze® 5556","Metallo AluWeld 5556","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5556_gmaw"
"SuperGlaze® 5556","Metallo AluWeld 5556","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5556_gtaw"
"SuperGlaze® 5554","Metallo AluWeld 5554","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5554_gmaw"
"SuperGlaze® 5554","Metallo AluWeld 5554","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze5554_gtaw"
"SuperGlaze® 4047","Metallo AluWeld 4047","","Aluminum MIG & TIG","https://www.lincolnelectric.com/en/Products/superglaze4047_gmaw"
"Lincoln® ER80S-B2","Metallo CrMo ER80S-B2","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/lincolner80sb2_gtaw"
"Lincoln® ER90S-B3","Metallo CrMo ER90S-B3","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/lincolner90sb3_gtaw"
"SuperArc® Orbital TIG ER80S-B2","Metallo CrMo Orbital TIG ER80S-B2","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/superarcorbitaltiger80sb2_gtaw"
"Excalibur® 8018-B2 MR®","Metallo CrMo 8018-B2 MR","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/excalibur8018b2mr_smaw"
"SuperArc® Orbital TIG ER90S-B3","Metallo CrMo Orbital TIG ER90S-B3","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/superarcorbitaltiger90sb3_gtaw"
"Lincolnweld® LA-92","Metallo CrMo LA-92","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/lincolnweldla92lns150_saw"
"Lincolnweld® LA-93","Metallo CrMo LA-93","","Chrome-Moly Alloys","https://www.lincolnelectric.com/en/Products/lincolnweldla93lns151_saw"
